body,number,time,user
"Ce projet n’apportera aucun bénéfice aux habitants de Villard de Lans et par contre générera beaucoup de problèmes environnementaux entre autres liés à l’augmentation du nombre de lits : gestion des déchets, eau, circulation, etc..
Il semblerait plus raisonnable de rénover les bâtiments existants et leurs lits froids.
Aussi je suis contre ce projet de construction de nouveaux bâtiments qui semble motivé uniquement par les aspects financiers des porteurs du projet.",2247,2025-04-28 16:09:00,Anonyme
"Je suis opposée à ce projet immobilier rétrograde qui va saccager Villard de Lans pour quoi ? Une station de ski alors qu'avec le réchauffement climatique il n'y aura plus de neige ? sauf à faire de la neige de culture en gaspillant l'eau, en en privant les agriculteurs et en répandant des produits polluants ? J'aime venir à Villard de Lans l'été, c'est encore vert et à taille humaine. Si vous bétonnez, les amateurs de nature ne viendront plus. Les skieurs non plus, s'il n'y a pas de neige. Vous aurez perdu sur tous les tableaux ! Le tourisme vert, c'est l'avenir.",2246,2025-04-28 16:05:00,Anonymisé
"Comment peut-on encore concevoir de tel projet datant des années1960-1970? Pourquoi toujours aménager sur des modèles de développement toujours destructeurs et irrémédiables? Ce projet ne tient pas compte des habitants, n'offrira que très peu d'emplois, ne tient pas compte du changement climatique, de la ressource en eau si délicate dans un milieu karstique. 
Dans 10 ans, il n'y aura plus de neige naturelle, il n'y aura pas assez d'eau pour faire tourner les canons à neige. Y aura-t-il seulement assez d'eau pour la consommation en eau pour les habitants. Quel héritage laissons nous à nos enfants?
Notre beau Vercors doit-il subir tout cela pour devenir une montagne sans âme?
C'est aussi valable pour le projet de Corrençon....",2245,2025-04-28 16:05:00,Anonyme
"Projet pharaonique qui ne prend réellement en compte ni les réalités de notre montagne déjà fort abîmé par 50 années de surexploitation de. l'or blanc désormais obsolète,ni. le bien être d'une population qui n'aspire qu'à retrouver une tranquillité déjà fort malmenée.",2244,2025-04-28 16:03:00,Anonyme
"Informée ce jour par l'émission France Inter: la terre au carré
Citoyenne de l'Isère, et ayant parcouru les différents documents de ce projet touristique;
Je m'oppose vivement à cette création, qui ne respecte pas la Nature et ses habitants",2243,2025-04-28 16:02:00,Anonyme
"Corrençon en Vercors fait partie d'un patrimoine culturel et historique.
Le village a ses vieilles bâtisses, ses coutumes, sa gastronomie. L'activité  d'hiver n'est que saisonnière.
Donc il faut anticiper les évolutions climatiques, la neige devenant rare. Mieux vaut conserver le tourisme de nature, randonnée, golf, sport équestre, initiation des jeunes à la flore, à la faune.
La construction d'ensembles d'immeubles dégrade des sols fragiles, transforme le village en dortoirs saisonniers, et altère non seulement les pâturages, mais la vie des habitants.",2242,2025-04-28 16:00:00,Anonymisé
"Le développement économique ne peux plus aller avec des des infrastructures qui vont déséquilibrer durablement l'économie du territoire, tant sur le plan de sa population permanente que sur la qualité des emplois proposés.
Actuellement  les emplois sont à hauteur de 75 % des emplois saisonniers (moins de 3 mois) de type restauration ou hôtellerie. Peu de logements pour les saisonniers ...... Le territoire dispose de personnes très diplômées qui ont choisi de vivre ici, c'est un atout inexploité au niveau d'une économie non liée au tourisme.
Le territoire dispose de compétences à explorer pour un développement d'avenir. L’infrastructure de Parker sert des intérêts mercantiles qui ne servent que lui même, pas le territoire.",2241,2025-04-28 15:57:00,Anonymisé
Je suis contre le Projet TP pour le Vercors en l'état. Je penses que ce projet ne respecte pas l'avenir environnemental des site de Correncon et Villard .,2260,2025-04-28 16:28:00,Anonymisé
"Aujourd'hui il fait beau, plusieurs zones scolaires sont en vacances ! chouette les 4 saisons !

En fait, il n'y a pratiquement personnes dans les rues des villages, la grande majorité des résidences secondaires ou logements touristiques sont fermés !
Même la station qui pourrait ouvrir une remontée pour la vue, la balade et le restaurant d'altitude n'ouvre pas.
Beaucoup de commerçants sont en vacances bien mérité avec leurs enfants !
Les propriétaires de gîtes et autres logements touristiques, aimeraient probablement bien qu'il y ait foule !
ça sera ainsi qu'au premier we de juin ou l'activité reprendra progressivement, mais loin de la saturation.
Puis à compte de fin août, rebelotte jusqu'aux vacances de noël. Même aux vacances de toussaint, on retrouve les mêmes conditions qu'aux vacances de pâque. 

Est-ce que sérieusement quelqu'un peu imaginer que construire des lits supplémentaires même 4*, va faire venir du monde au point de saturer tout le territoire ?

Arrêtons ces projets et réfléchissons ensemble au lieu d'écouter les inventions du marketing 4 saisons ... qui même s'il aboutissait pourrait être accueillie avec les lits existants.",2259,2025-04-28 16:28:00,Anonyme
"Ce projet va modifier en profondeur le territoire en construisant une résidence 4 étoiles dans le but d'attirer une clientèle internationale 300 jours par an. Le Vercors ne sera plus jamais le même, les conséquences en seront désastreuses et les amoureux de la nature préfèreront tout simplement passer leurs vacances dans d'autres contrées moins bling bling, plus sobres et authentiques. Quel dommage.
Je m'oppose à ce projet.",2258,2025-04-28 16:26:00,Anonyme
"Je suis contre 
les projets immobiliers, 
projets hôtelier et 
Projets d’aménagements
 proposés dans le Vercors par  Mr Tony Parker ou autres intervenants.
Cordialement.
Mer Suchier Pascal.",2257,2025-04-28 16:25:00,Anonymisé
"Je vais d'abord planté le décors, je suis venu à l'âge de 4 mois dans le Vercors il y a un peu plus de 40 ans respirer le bon air, puis pendant au moins 15 ans je venais en vacances 2 mois, ensuite une interruption de quelques années. Je suis revenu m'installé depuis 10 ans  et fondé une famille, 2 enfants nés à Grenoble, je travaille sur le plateau.
Je suis contre ce projet pour plusieurs raisons :
1/ Beaucoup de logements sur Villard et cote 2000  
2/ Les parkings débordent au Balcon comme à Villard.
3/ Payer un forfait pour attendre longtemps une remontée mécanique.
4/ Le  restaurant ne sera pas forcément un client des fermes et commerces locaux (centrale d'achat)
5/ Les potentiels clients de la résidence hôtelière se serviront sur place au lieu de faire travailler les commerces du village.
6/ Les activités en doublons vont se faire au détriment de celles existantes.
7/ Une clientèle aisée est souvent imbu de sa personne.
8/ Circulation accrue sur les axes principaux actuellement les soirs de week-end d'hiver, 1 h pour faire Corrençon Villard c'est déjà trop.
9/ Grandes surfaces dévalisées.
10/ La station d'épuration des Jarrands est déjà souvent saturée alors avec tout cet apport de familles faudra t'il l'agrandir (qui va payer)
11/ Gorges de la Bourne, bitume en mauvais état accentué par l'augmentation du trafic et les nuisances sonores.
12/ Pont en Royans n'est pas du tout adapté à autant de trafic actuellement, donc je n'ose pas imaginer la suite.",2256,2025-04-28 16:22:00,Anonyme
Infinity nine c'est NON!,2255,2025-04-28 16:21:00,Anonyme
"Tout d’abord, merci d’avoir ouvert cet espace pour la participation du public qui nous permet d’exprimer nos inquiétudes et nos questionnements au sujet du projet de création de cette UTNS. J’espère que la mobilisation du public dans le cadre de cette PPVE ne sera pas vaine et que les personnes en charge du traitement des contributions auront à coeur de rendre compte sincèrement de ce qui aura été dit. 
En tant qu’habitante du Vercors Nord depuis plus de quarante ans, je suis opposée à ce projet immobilier dont l’intention principale me semble être de faire gagner de l’argent à des personnes qui se soucient finalement bien peu de l’avenir de notre territoire. Il est temps d’inventer d’autres modèles de développement local, de s’appuyer sur la créativité déjà fortement présente sur le Vercors, de soutenir des approches entrepreneuriales ancrées, robustes et clairvoyantes sur les enjeux à venir. Aujourd’hui, nous devons être attentifs aux « signaux faibles » qui seront les points d’appui de demain, pour l’intérêt de toutes et tous et pour les générations futures. Ne reproduisons pas les schémas qui ne profitent qu’à quelques uns au détriment de tous les autres. 
Ce projet ne répond absolument pas aux problématiques que nous ressentons sur le terrain. Il ne fera que nous enfermer encore plus dans une mécanique délétère dont nous peinons à sortir. La moyenne montagne doit se ré-inventer et elle le fait déjà en partie grâce à de très nombreuses initiatives trop peu soutenues. 
J’espère que la puissance publique jouera son rôle et donnera priorité à l’intérêt général, d’aujourd’hui et de demain, plutôt qu’à l’intérêt de quelques uns.
Merci pour votre lecture.",2254,2025-04-28 16:21:00,Anonyme
"Je m’oppose à ce projet qui est d’un autre âge dans le contexte actuel. 
( devenir des gravats, consommation d’eau,financement, privatisation)",2253,2025-04-28 16:17:00,Anonymisé
"Bonjour,
Habitant le Vercors depuis quelques années, je pense que les dynamiques touristiques nécessite une concertation profonde pour imaginer d'autres projets. Autre que celui ci, hors sol et démesuré, dépassant les capacités du territoire (notamment en terme de ressource en eau). Il y a mieux à inventer. Je suis contre ce projet. L'apport financier que représente le tourisme ne pourra pas continuer, dans les années à venir, avec des volumes équivalents à ceux que le ski alpin permettait. Il faut s'y résoudre et INVENTER d'autres voies. Transformer le parc immobilier existant pour qu'il ne soit plus nécessaire de construire du neuf pour accueillir des touristes et autres visiteurs occasionnels, et leur proposer d'autres choses à voir et à vivre que des activités de masse.",2252,2025-04-28 16:16:00,Anonymisé
Je suis pour ce projet,2251,2025-04-28 16:15:00,Anonyme
"Favorable au projet Parker , cité 2000 Villard de lans",1140,2025-04-16 13:45:00,Anonyme
Je suis favorable au projet de Tony Parker à La Cote 2000 de VILLARD de LANS,1139,2025-04-16 12:35:00,Anonymisé
"Favorable au projet afin de conserver l'attractivité économique et développer des emplois dans le plateau du Vercors.
Par contre, on entend beaucoup parlé de ce projet alors qu'un gros projet dans le parc de l'hôtel de Paris va voir le jour et celui-là personne n'en parle car ça n'est pas Parker......",1138,2025-04-16 11:27:00,Anonyme
"C'est un trés beau projet qui contribuera à développer l'attractivité économique de notre plateau sans tous ces investisseurs c'est la mort du tourisme dans le Vercors
De plus ce projet reste respectueux de l'environnement 
Et quoi qu'en dise certain le Vercors reste un attrait touristique et non pas le pays des bisounours",1137,2025-04-16 11:20:00,Anonyme
"Contre le projet!

aberration écologique.

aberration pour cette station qui se veut familiale. Ce n'est pas la vocation de Villard de Lans  

d'accueillir ce type de population.

accès routier, parking ... Ce projet est incompréhensible.!",1136,2025-04-16 10:58:00,Anonymisé
"Nous savons tous qu'une consultation publique est inutile puisque les projets se réalisent de toutes façons... Cependant, hormis le fond critiquable de ce projet immobilier pour riches, qui est le fruit de caprices de personnes irresponsables, plusieurs interrogations de fond sont à soulever de par leur nature irréversible :

-le karst. Un des plus beaux lapiez de France a déjà été en grande partie détruit pour réaliser la retenue collinaire de la Moucherolle (qui n'a rien d'un ""lac""!). Comment, aux dire de certains responsables, peut on ""doubler sa capacité"" sans en augmenter le périmètre? Le concassage du lapiez entrave l'infiltration des eaux de pluie et de fonte (pièges à neige disparus) et influencera le débit de l'exurgence de Goule Blanche. Ceci, alors que le climat se réchauffe.

Honte aux aménageurs pour ces raisons -entre autres- et le paysage qu'ils laisseront à nos enfants alors que le tourisme est leur cheval de bataille. Ces paysages seraient la richesse du tourisme de demain.

- enfin, quelles sont les études d'ordre géologique qui valideraient le ""remploi des déblais pour le remodelage des pistes""?",1135,2025-04-16 10:14:00,Anonyme
"Favorable à ce projet privé et porteur pour la commune, même si la pérennité à moyen et long terme est inconnue à ce jour. Apporter de l'activité économique, des emplois ; comment s'y opposer ? Un gros bémol néanmoins : transformer des places de parking gratuites en places payantes; on n'est pas obligé de faire comme dans les autres stations!",1134,2025-04-16 09:35:00,Anonyme
"POUR le projet !!!
On apprend ce matin que les dirigeants des principaux opposants à ce projet ( Vercors citoyens ) ont déposé une demande de construction d'hôtel de plusieurs centaines de lits en zone agricole vierge, loin de tout morceau de goudron ...à Lans en Vercors .... après les hélicos ça commence à faire beaucoup .... on donne des leçons mais on fait l'inverse !!! Quel crédit apporte t'on à ces dizaines de commentaires déposés ici dans le simple but de nuire ....",1133,2025-04-16 08:53:00,Anonyme
Favorable à ce projet pour le bien de la station.,1132,2025-04-16 08:52:00,Anonymisé
"Un axe de réflexion collective à engager plutôt que de bétonner encore au profit de quelques uns seulement !
""Régénération montagnes "" 
Bilan de 5 années d'expérimentation et d'expertises collectives
Conférence Atout France du 17 avril 2025 à Grenoble
Aller sur leur site pour s'inscrire en ligne",1131,2025-04-16 08:43:00,Anonyme
"OPPOSITION catégorique à ce projet UTNS qui ( je reprends l'avis donné par le Parc du Vercors)
-ne prend pas en compte l'autre projet UTNS de Corrençon, formant pourtant un tout à l'échelle du territoir
-manque de données, études sérieuses pour l'appréciation rigoureuse de l'impact environnemental, malgré l'échange de parcelle pour construire sur site bétonné
- a pour objectif principal une augmentation de fréquentation par les skieurs
Au total : maladaptation du projet avec risque de production d'actifs échoués comme il en existe déjà Côte 2000 et Les Glovettes. Ne pas reproduire les erreurs du passé. Tenir compte des profondes mutations environnementales en cours",2010,2025-04-27 16:05:00,Anonymisé
"Regardez les photos de la contribution 1922.
Mettons tout en œuvre pour occuper ces lits froids, très nombreux, avant de lancer de nouveaux chantiers.

Cela permettra d’atteindre l’objectifs de vendre plus de forfaits ski, tout en respectant la nature.

CONTRE ce projet",2009,2025-04-27 15:48:00,Anonyme
Oui-Oui je suis entièrement d'accord pour le projet Tony Parker à Villard de lans,2008,2025-04-27 15:48:00,Anonyme
"Etant habitant depuis 23 ans sur le plateau du Vercors, je suis en désaccord total avec le projet
Parker. Le projet me parait complètement déconnecté de la réalité et des besoins des habitants et de tous ceux qui viennent se ressourcer sur notre très  beau plateau.",2007,2025-04-27 15:40:00,Anonymisé
"Je m'oppose fermement à ce projet inutile et hors du temps. Référez-vous au Balcon de Villard dans les années 70, 
Cela ne correspond aucunement à l'ADN du Vercors et ne sert que les intérêts financiers d'un investisseur privé",2006,2025-04-27 15:34:00,Anonyme
Ce projet dithyrambique et de surcroît obsolète est totalement disproportionné sur le pan environnemental. Il ne répond pas aux besoins actuels de la population locale. Réfléchissons plutôt à des alternatives réalistes au vu du changement climatique.,2005,2025-04-27 15:32:00,Anonymisé
"Le maire et son conseil municipal se prosternent aux pieds du DIEU Parker.La place doit être confortable et aussi TRES rentable!!!!!!
NON",2004,2025-04-27 15:30:00,Anonyme
"Projet positionné sur un parking (côté Villard) pour moi peu d’impacts environnementale. 
Projet qui, forcément ferra travailler et développer le territoire, pour qui, peut de projet sont sorti de terre depuis bcp d’années.. de plus sur du 4 saisons. 
Et surtout qui ferra durer l’esprit ski. 
À ne pas oublier ce petit plateau c’est développé grâce au produit neige.",2003,2025-04-27 15:29:00,Anonymisé
"Je suis favorable au dévouement du tourisme 4 saisons mais je suis favorable à un tourisme familial, pourquoi ne pas développer des activités type luge d'été, accrobranche tyrolienne ect, des infrastructures légères et attractives pour les familles.

De plus je me demande si la commune dispose des ressources en eau suffisante et d'une station d'épuration dimensionnée pour recevoir ces lits supplémentaires, si ce n'est pas le cas est-ce la collectivité ou le porteur du projet qui assurera ces charges ?",2002,2025-04-27 15:17:00,Anonyme
"Quelques questions :
- Si les vacanciers trouvent tout sur place, quel impact sur les commerçants du centre-ville ?
et s'ils descendent au village, est-il prévu des navettes pour que les parkings ne soient pas saturés ?
Si oui, qui les finance ?
- vous souhaitez faire un ensemble accessible aux familles ; OK, mais qui va venir en dehors des vacances scolaires ?
- J'ai des inquiétudes sur la viabilité du projet : si au bout de quelques années, l'investisseur se rend compte que ce n'est pas assez rentable, qui va vouloir reprendre le site dans sa totalité puisqu'il ne peut pas être vendu à la découpe ?",2001,2025-04-27 15:10:00,Anonyme
"Habitante de Saint Martin-en-Vercors, je suis voisine des Quatre Montagnes et je tiens à apporter mon désaccord au méga-projets touristiques de ce territoire, Corrençon et Villard compris. Ceux-ci entrainent une sur-fréquentation des routes non adaptées à ce trafic, sans compter la pollution sonore. De plus, l'immobilier devenant inaccessible et nombre et numéraire sur ce territoire, les gens pouvant le faire vivre au quotidien sont contraints de le quitter (baisse des effectifs des écoles et structures d'Etat)
La protection de l'environnement ne me semble pas envisageable aux mains d’un promoteur immobilier... Créer une structure résidentielle pour touristes aisés alors que Villard de Lans possède déjà plus de 60% de résidences secondaires est totalement inutile et dévastateur !
J'émets un avis défavorable pour le projet de UTNS de Villard de Lans et ne comprend pas pourquoi les projets de Corrençon et Villard de Lans sont distincts.",2700,2025-04-29 08:55:00,Anonymisé
"Document joint


 Document
                                                        n°1",2699,2025-04-29 08:55:00,Anonyme
"Ceux qui voient dans le projet UTNS un symbole du « bling-bling » ou de la montagne vendue aux riches se trompent de combat.
Le vrai danger pour les territoires comme le Vercors, ce n’est pas un sportif reconverti en entrepreneur qui mise sur l’avenir, c’est l’inaction, le déclin et la vacance commerciale.
Ce projet permettrait de créer de l’emploi, de remplir les lits, de faire vivre les commerces, les prestataires, les écoles même. C’est du concret. Tony Parker, qu’on l’aime ou pas, fait ici ce que les collectivités n’ont plus les moyens de faire seules : investir pour créer de la valeur locale.",2698,2025-04-29 08:54:00,Anonymisé
"Je suis CONTRE les projet pour plusieurs raisons :
- Peu d'habitants (sauf dont c'est le métier) ont envie du projet qui sera à destination de la population la plus aisée. Il est difficile à l'heure actuel pour les actifs du territoire de devenir propriétaire et/ou se loger au vu des prix de l'habitat. 
- à l'heure du changement climatique, des pressions écologiques croissantes et de la croissance constante des inégalités, surtout en milieu rural comme le Vercors, ce développement doit être couplé d'un projet de logements pour les habitants actifs.
- il vaudrait mieux rénover l'existant déjà très impactant au niveau du paysage !",2697,2025-04-29 08:54:00,Anonyme
"Je suis contre le projet de Tony Parker.En décembre 2024,j'ai pu constater que notre commune n'est pas adaptée à recevoir une surpopulation. Pbs pour se garer, circuler, acheter de quoi se nourrir correctement. Plus de bruit, trop de monde partout. Des bouchons le soir, des trottoirs encombrés par les voitures. Notre montagne doit rester un lieu de sérénité accessible à tous et non qu à des privilégiés qui auront les moyens de se payer de nouveaux loisirs. *
Respectons la nature et la tranquillité  *",2696,2025-04-29 08:54:00,Anonyme
"Habitant à Villard depuis mon enfance, j'ai fait toute ma scolarité (maternelle/primaire/collège/lycée) ici.

Le projet est une abbération, qui va à l'encontre de tout ce que représente Villard de Lans/Correncon (stations familliales de taille raisonnable, esprit de village toute l'année, parc naturel). C'est ni plus ni moins qu'un copié collé du projet qui a été fait aux Glovettes dans les années 70 et qui n'a pas été fonctionné. Il est abbérant de se voir proposer la même chose presque 50 ans plus tard.

Valider un projet d'une telle ampleur, pour rémunérer une dizaine de protagonistes, et géner l'essentiel de la population, serait une réelle erreur.",2695,2025-04-29 08:54:00,Anonyme
"Je suis contre ce projet. Il serait temps de proposer des projets adaptés au monde d'aujourd'hui, en prenant en compte l'environnement et la situation économique actuelle, plutôt que de détruire la montagne pour les plaisirs de gens fortunés.",2694,2025-04-29 08:53:00,Anonyme
"Je suis opposée à ce projet qui ne correspond pas du tout aux besoins de notre territoire d'aujourd'hui et qui s'oppose même à notre devoir de répondre à l'urgence climatique.

Ce projet n'a rien de novateur, il est au contraire obsolète et correspond au tourisme que l'on pratiquait au moment du plan neige, même s'il utilise un vocabulaire actuel, qui masque de fait sa réelle teneur.

Non, ce projet ne correspond pas aux besoins de notre territoire. Nous avons besoin d'une diversification économique et non d'un tourisme soit disant ""4 saisons"", qui, en réalité, est toujours un tourisme orienté ski (sachant que la neige se fait rare chez nous), avec un espace indoor qui permet de cocher la case et de justifier l'utilisation du site toute l'année.
Ce site est éloigné du centre village, il n'apportera aucun bénéfice aux acteurs économiques qui ne seront pas présents directement sur le site. C'est un système clos.

Non, ce projet ne va pas valoriser l'emploi du territoire. Mis à part quelques postes de direction et d'encadrement, les emplois créés par ce type d'infrastructure seront précaires et mal payés (serveur, cuisinier, femme de ménage, manutentionnaire, etc). Ces personnes n'auront pas les moyens de se loger sur le territoire, au vu des prix du foncier des loyers actuels. C'est donc un leurre que de dire que ce projet offrira de l'emploi local. Aurons-nous des bus de femmes de ménage qui montent de Grenoble le samedi pour nettoyer les chambres, comme cela se fait dans d'autres stations ?

Et qu'en est-il de la ressource en eau ? nous savons très bien qu'elle est tendue sur le territoire, que déjà 1/3 de l'eau potable de la commune de Villard de Lans sert à alimenter les canons à neige de la station.
Qu'en est-il de l'épuration de l'eau ? les déchets supplémentaires à traiter ?
Qu'en est-il de tous les logements touristiques déjà présents sur le site et vacants aujourd'hui ?   Plutôt que de vouloir construire de nouveaux logements touristiques, essayons de réhabiliter ceux qui sont déjà là.

Qu'en est-il de la pollution de l'air et de l'impact carbone ? D'une côté, la CCMV déploie des idées pour réduire l'impact de la voiture individuelle (réseau M'Covoit', aide à l'achat d'un vélo, aménagements cyclables, etc) et de l'autre, on construit 800 lits (auxquels s'ajoutent ceux de Corrençon (ne soyons pas dupes - et sur une forêt qui a été rasée de manière illégale) sans proposer de réelle solution de déplacement propre.

Je pourrais continuer dans  mon énumération des absurdités liées à ce projet.
Je suis contre cette UTNS qui n'est rien d'autre qu'un projet immobilier (comme tant d'autres en montagne). Il apportera d'importants revenus à quelques personnes (qui ne sont même pas du territoire) et qui repartiront une fois le projet clos et l'argent empoché. 

Ce site deviendra un poids pour notre territoire d'ici quelques années, quand on ne saura pas comment remplir ces lits, quand on n'aura pas les moyens d'entretenir ces équipements. Il suffit de regarder sur la commune voisine, ce qu'est devenu le centre de vacances (anciennement village olympique) de la commune d'Autrans... une ruine, une verrue paysagère dont la commune ne sait quoi faire, tant sa déconstruction est onéreuse.",2693,2025-04-29 08:52:00,Anonyme
"Je suis favorable à l’UTNS, car c’est un projet démocratiquement construit, qui a fait l’objet d’un vaste processus de concertation. Les avis des citoyens ont été collectés sur 6 semaines (concertation préalable + PPVE), des ajustements ont été réalisés à la suite des remarques (réduction de hauteur des bâtiments, végétalisation accrue). Le porteur de projet a joué la transparence, en publiant l’intégralité des études et en répondant point par point aux observations de la MRAe. C’est un projet respectueux des règles républicaines, de l’environnement et de la population locale, et cela mérite d’être dit haut et fort.",2692,2025-04-29 08:51:00,Anonymisé
"Bonjour,
Dans le cadre du PPVE, je souhaite exprimer mon avis négatif par rapport à ce projet. Si l'investisseur souhaite rendre la montagne d'avantage dynamique, de nombreux projets incluant tous les citoyens (quelque soit leur niveau socio-économique) sont possibles. Il serait plus pertinent de la part des inverstisseurs ou de l'état de creer une consultation des citoyens du vercors pour décider de quels projets seraient les bienvenus chez eux avec eux plutôt que de leur imposer celui-ci, ou de faire un QCM oui/non pour ce projet ci.",2691,2025-04-29 08:50:00,Anonymisé
"Pour un projet équilibré et compatible avec la nature et la coexistence avec le vivant, inutile de construire, il faut s'occuper de l'existant : réhabiliter et faire en sorte que ce qui est déjà construit serve vraiment tout au long de l'année.",1850,2025-04-26 09:57:00,Anonymisé
Contre,1849,2025-04-26 09:41:00,Anonyme
Contre le projet Tony Parker sur Villard de Lans et sur Correncon en Vercors.,1848,2025-04-26 09:41:00,Anonyme
"Bonjour,
Simplement contre.
Les projets de ce genre dans nos territoires ne devraient plus être d'actualités. En effet celà n'ajoutera rien pour les habitants et les acteurs majeurs qui dynamisent nos montagnes ( les personnes pouvant se payer du 4* n'iront pas dans les petits commerces du coin, ils ne sortiront pas de l'hôtel proposant ""tout"" ).
Le tourisme quatre étoiles pour l'élite de la société devient un non sens dans un territoire familiale, déjà saturé par la multiplication des pratiques de pleine nature, dégradant le milieu montagnard et mettant en péril son fragile équilibre ( ces touristes viendront constater la mort de nos derniers Lagopèdes et Tétras... ).
Sur les 25 dernières années la neige a complètement disparu sur nostre plateau et ne reviendra pas ( j'entends déjà ceux qui cette hiver 2024-2025, ont fait du ski de fond 3 semaines dans la pleine du Vercors, purée 3 semaine quand il y a 20 ans c'était 3 mois !! ).Les manques d'eau à venir seront de plus en plus importants et rapide. L'été l'ensemble du massif sera en vigilance incendie limitant les sorties et randonnées possibles et donc les activités. Et l'hiver on fera du vélo et de l'escalade c'est une réalité.

En parlant d'eau, la centrale d'épuration est déjà trop petite... Une solution ou quelques millions à mettre dedans pour vraiment purifier l'eau ? Ah non j'oubliais, ils s'en fichent bien de polluer ce qui se trouve en contre bas...

Des idées ? Car être contre pour être contre c'est bien beau mais vous nous proposez des millions, autant qu'ils servent à quelque chose.

1000 logements bas carbone, sobre et sociaux, occupés à l'année, ce serait aussi une idée. 

Ce budget pourquoi ne pas l'investir dans de beaux projets, touristiques ( un peu ), utile pour les habitants ( beaucoup ). J'en ai un sous le coude, qui fera grand bruit et sera instagramable à souhait... 
Il fut un temps où un tramway montait sur le plateau depuis Grenoble... En voilà un projet d'avenir qui permettrait, à l'image de la Suisse, de proposer à nos vacanciers l'expérience d'un transport bas carbone ! Tout en offrant un magnifique moyen d'évoluer dans nos splendides paysages. Cela permettrait également aux milliers d'habitants travaillant à Grenoble de pouvoir l'utiliser chaque jours. Les Suisses le font, remettons, nous aussi, nos territoires sur de bons rails !

Au plaisir.",1847,2025-04-26 09:39:00,Anonyme
Avis défavorable au projet.,1846,2025-04-26 09:37:00,Anonymisé
"Avis défavorable au projet immobilier de Villard de Lans (projet dit ""Tony Parker"")

Je tiens à exprimer mon opposition au projet immobilier envisagé à Villard de Lans, notamment en raison de son ampleur démesurée (plus de 17 000 m² de surface plancher) et de son inadéquation avec les enjeux environnementaux, sociaux et territoriaux du Vercors.
Ce projet, clairement orienté vers la spéculation touristique, ne répond en rien aux besoins des habitants à l’année, en particulier en matière de logement abordable et de maintien d’une vie locale durable. 
Dans un contexte de changement climatique et de forte pression sur les ressources naturelles, il serait plus pertinent de réhabiliter les logements existants et de favoriser un tourisme doux, respectueux de l’identité montagne du Vercors, plutôt que de multiplier les infrastructures bétonnées et énergivores.
Je demande donc l’abandon de ce projet en l’état, et une véritable concertation avec les habitants et les acteurs du territoire autour d’alternatives plus sobres et durables.",1845,2025-04-26 09:35:00,Anonyme
"Je suis extrêmement réservé sur le projet ""Parker"" pour différentes raisons. Je doute que ce projet contribue à l'amélioration de la vie des habitants. Il ne me parait pas en adéquation avec les objectifs de développement à l'intèrieur d'un parc. Il contribuera à augmenter les pollutions liées aux transports aini que les contraintes liées a la ressource en eau, et au traitement des eaux usées.
Depuis 50 ans je pratique le ski alpin. Aujourd'hui, compte-tenu  de la concentration des skieurs sur les pistes, j'ai abandonné la pratique du ski sur la station de Villard.  Voilà, en autre, ce que peut générer le ""toujours plus"" dans un milieu "" naturel"" limité en surface.
En résumé, je ne vois pas en quoi "" la création de cette Unité Touristique Nouvelle structurante"" est structurante ?",1844,2025-04-26 09:31:00,Anonymisé
Non au projet de T Parker,1843,2025-04-26 09:30:00,Anonyme
"Trop de beton, trop de trafic, trop de dégats",1842,2025-04-26 09:25:00,Anonyme
Non aux développements touristique dans nos montagnes! Un parc naturel n'a pas pour vocation à acceuillir tout les peignes culs du Pays et encore moins à 2 pas d'une reserve. Villard et corrençon en ont - ils vraiment besoin?,1841,2025-04-26 09:24:00,Anonyme
"Le territoire, et en particulier la commune de Villard de Lans, manque plus d'habitants à l'année que de résidence de tourisme, en particulier des résidences de modèle totalement dépassé. Il faut veiller à un strict équilibre entre logements permanents et logements de tourisme, et il faut aussi, en cas d'augmentation du nombre de résidences touristiques, à ce que les commerces prévus soient ouverts également en basse saison, en l'absence de touristes, pour les locaux.",1640,2025-04-23 15:21:00,Anonyme
"Je m'oppose à ce projet de construction, dans un contexte de changement climatique global il me paraît absurde et même dangereux de construire de nouvelles unités commerciales et de logement. Ce chantier aura un impact significatif sur la faune environnante + une augmentation des GES, qui me paraît inacceptable dans le contexte actuel.",1639,2025-04-23 15:00:00,Anonyme
